id,date,city,state,fuel,price_inr_per_litre,Brent_Crude,USD_INR
2371,2021-11-14,Kolkata,West Bengal,diesel,101.56,82.9,74.4
2370,2021-11-14,Kolkata,West Bengal,petrol,110.15,82.9,74.4
2369,2021-11-14,Chennai,Tamil Nadu,diesel,102.59,82.9,74.4
2368,2021-11-14,Chennai,Tamil Nadu,petrol,106.35,82.9,74.4
2367,2021-11-14,Mumbai,Maharashtra,diesel,106.62,82.9,74.4
2366,2021-11-14,Mumbai,Maharashtra,petrol,115.5,82.9,74.4
2365,2021-11-14,Delhi,Delhi,diesel,98.42,82.9,74.4
2364,2021-11-14,Delhi,Delhi,petrol,109.69,82.9,74.4
2387,2021-11-15,Lucknow,Uttar Pradesh,diesel,98.91,81.94,74.35
2386,2021-11-15,Lucknow,Uttar Pradesh,petrol,106.61,81.94,74.35
2385,2021-11-15,Bengaluru,Karnataka,diesel,104.5,81.94,74.35
2384,2021-11-15,Bengaluru,Karnataka,petrol,113.56,81.94,74.35
2383,2021-11-15,Kolkata,West Bengal,diesel,101.56,81.94,74.35
2382,2021-11-15,Kolkata,West Bengal,petrol,110.15,81.94,74.35
2381,2021-11-15,Chennai,Tamil Nadu,diesel,102.59,81.94,74.35
2380,2021-11-15,Chennai,Tamil Nadu,petrol,106.35,81.94,74.35
2379,2021-11-15,Mumbai,Maharashtra,diesel,106.62,81.94,74.35
2378,2021-11-15,Mumbai,Maharashtra,petrol,115.5,81.94,74.35
2377,2021-11-15,Delhi,Delhi,diesel,98.42,81.94,74.35
2376,2021-11-15,Delhi,Delhi,petrol,109.69,81.94,74.35
2398,2021-11-16,Lucknow,Uttar Pradesh,petrol,106.61,82.85,74.48
2397,2021-11-16,Bengaluru,Karnataka,diesel,104.5,82.85,74.48
2396,2021-11-16,Bengaluru,Karnataka,petrol,113.56,82.85,74.48
2395,2021-11-16,Kolkata,West Bengal,diesel,101.56,82.85,74.48
2394,2021-11-16,Kolkata,West Bengal,petrol,110.15,82.85,74.48
2399,2021-11-16,Lucknow,Uttar Pradesh,diesel,98.91,82.85,74.48
2392,2021-11-16,Chennai,Tamil Nadu,petrol,106.35,82.85,74.48
2391,2021-11-16,Mumbai,Maharashtra,diesel,106.62,82.85,74.48
2390,2021-11-16,Mumbai,Maharashtra,petrol,115.5,82.85,74.48
2389,2021-11-16,Delhi,Delhi,diesel,98.42,82.85,74.48
2388,2021-11-16,Delhi,Delhi,petrol,109.69,82.85,74.48
2393,2021-11-16,Chennai,Tamil Nadu,diesel,102.59,82.85,74.48
2411,2021-11-17,Lucknow,Uttar Pradesh,diesel,98.91,80.67,74.28
2410,2021-11-17,Lucknow,Uttar Pradesh,petrol,106.61,80.67,74.28
2409,2021-11-17,Bengaluru,Karnataka,diesel,104.5,80.67,74.28
2408,2021-11-17,Bengaluru,Karnataka,petrol,113.56,80.67,74.28
2407,2021-11-17,Kolkata,West Bengal,diesel,101.56,80.67,74.28
2406,2021-11-17,Kolkata,West Bengal,petrol,110.15,80.67,74.28
2405,2021-11-17,Chennai,Tamil Nadu,diesel,102.59,80.67,74.28
2404,2021-11-17,Chennai,Tamil Nadu,petrol,106.35,80.67,74.28
2403,2021-11-17,Mumbai,Maharashtra,diesel,106.62,80.67,74.28
2402,2021-11-17,Mumbai,Maharashtra,petrol,115.5,80.67,74.28
2401,2021-11-17,Delhi,Delhi,diesel,98.42,80.67,74.28
2400,2021-11-17,Delhi,Delhi,petrol,109.69,80.67,74.28
2422,2021-11-18,Lucknow,Uttar Pradesh,petrol,106.61,82.45,74.25
2421,2021-11-18,Bengaluru,Karnataka,diesel,104.5,82.45,74.25
2420,2021-11-18,Bengaluru,Karnataka,petrol,113.56,82.45,74.25
2419,2021-11-18,Kolkata,West Bengal,diesel,101.56,82.45,74.25
2418,2021-11-18,Kolkata,West Bengal,petrol,110.15,82.45,74.25
2423,2021-11-18,Lucknow,Uttar Pradesh,diesel,98.91,82.45,74.25
2416,2021-11-18,Chennai,Tamil Nadu,petrol,106.35,82.45,74.25
2415,2021-11-18,Mumbai,Maharashtra,diesel,106.62,82.45,74.25
2414,2021-11-18,Mumbai,Maharashtra,petrol,115.5,82.45,74.25
2413,2021-11-18,Delhi,Delhi,diesel,98.42,82.45,74.25
2412,2021-11-18,Delhi,Delhi,petrol,109.69,82.45,74.25
2417,2021-11-18,Chennai,Tamil Nadu,diesel,102.59,82.45,74.25
2434,2021-11-19,Lucknow,Uttar Pradesh,petrol,106.61,80.24,74.25
2433,2021-11-19,Bengaluru,Karnataka,diesel,104.5,80.24,74.25
2432,2021-11-19,Bengaluru,Karnataka,petrol,113.56,80.24,74.25
2431,2021-11-19,Kolkata,West Bengal,diesel,101.56,80.24,74.25
2430,2021-11-19,Kolkata,West Bengal,petrol,110.15,80.24,74.25
2435,2021-11-19,Lucknow,Uttar Pradesh,diesel,98.91,80.24,74.25
2428,2021-11-19,Chennai,Tamil Nadu,petrol,106.35,80.24,74.25
2427,2021-11-19,Mumbai,Maharashtra,diesel,106.62,80.24,74.25
2426,2021-11-19,Mumbai,Maharashtra,petrol,115.5,80.24,74.25
2425,2021-11-19,Delhi,Delhi,diesel,98.42,80.24,74.25
2424,2021-11-19,Delhi,Delhi,petrol,109.69,80.24,74.25
2429,2021-11-19,Chennai,Tamil Nadu,diesel,102.59,80.24,74.25
2447,2021-11-20,Lucknow,Uttar Pradesh,diesel,98.91,80.24,74.25
2446,2021-11-20,Lucknow,Uttar Pradesh,petrol,106.61,80.24,74.25
2445,2021-11-20,Bengaluru,Karnataka,diesel,104.5,80.24,74.25
2444,2021-11-20,Bengaluru,Karnataka,petrol,113.56,80.24,74.25
2443,2021-11-20,Kolkata,West Bengal,diesel,101.56,80.24,74.25
2442,2021-11-20,Kolkata,West Bengal,petrol,110.15,80.24,74.25
2441,2021-11-20,Chennai,Tamil Nadu,diesel,102.59,80.24,74.25
2439,2021-11-20,Mumbai,Maharashtra,diesel,106.62,80.24,74.25
2438,2021-11-20,Mumbai,Maharashtra,petrol,115.5,80.24,74.25
2437,2021-11-20,Delhi,Delhi,diesel,98.42,80.24,74.25
2436,2021-11-20,Delhi,Delhi,petrol,109.69,80.24,74.25
2440,2021-11-20,Chennai,Tamil Nadu,petrol,106.35,80.24,74.25
2455,2021-11-21,Kolkata,West Bengal,diesel,101.56,80.24,74.25
2458,2021-11-21,Lucknow,Uttar Pradesh,petrol,106.61,80.24,74.25
2457,2021-11-21,Bengaluru,Karnataka,diesel,104.5,80.24,74.25
2456,2021-11-21,Bengaluru,Karnataka,petrol,113.56,80.24,74.25
2454,2021-11-21,Kolkata,West Bengal,petrol,110.15,80.24,74.25
2459,2021-11-21,Lucknow,Uttar Pradesh,diesel,98.91,80.24,74.25
2452,2021-11-21,Chennai,Tamil Nadu,petrol,106.35,80.24,74.25
2451,2021-11-21,Mumbai,Maharashtra,diesel,106.62,80.24,74.25
2450,2021-11-21,Mumbai,Maharashtra,petrol,115.5,80.24,74.25
2449,2021-11-21,Delhi,Delhi,diesel,98.42,80.24,74.25
2448,2021-11-21,Delhi,Delhi,petrol,109.69,80.24,74.25
2453,2021-11-21,Chennai,Tamil Nadu,diesel,102.59,80.24,74.25
2471,2021-11-22,Lucknow,Uttar Pradesh,diesel,98.91,80.97,74.37
2470,2021-11-22,Lucknow,Uttar Pradesh,petrol,106.61,80.97,74.37
2469,2021-11-22,Bengaluru,Karnataka,diesel,104.5,80.97,74.37
2468,2021-11-22,Bengaluru,Karnataka,petrol,113.56,80.97,74.37
2467,2021-11-22,Kolkata,West Bengal,diesel,101.56,80.97,74.37
2466,2021-11-22,Kolkata,West Bengal,petrol,110.15,80.97,74.37
2465,2021-11-22,Chennai,Tamil Nadu,diesel,102.59,80.97,74.37
2464,2021-11-22,Chennai,Tamil Nadu,petrol,106.35,80.97,74.37
2463,2021-11-22,Mumbai,Maharashtra,diesel,106.62,80.97,74.37
2462,2021-11-22,Mumbai,Maharashtra,petrol,115.5,80.97,74.37
2461,2021-11-22,Delhi,Delhi,diesel,98.42,80.97,74.37
2460,2021-11-22,Delhi,Delhi,petrol,109.69,80.97,74.37
2483,2021-11-23,Lucknow,Uttar Pradesh,diesel,98.91,83.43,74.49
2482,2021-11-23,Lucknow,Uttar Pradesh,petrol,106.61,83.43,74.49
2481,2021-11-23,Bengaluru,Karnataka,diesel,104.5,83.43,74.49
2480,2021-11-23,Bengaluru,Karnataka,petrol,113.56,83.43,74.49
2479,2021-11-23,Kolkata,West Bengal,diesel,101.56,83.43,74.49
2478,2021-11-23,Kolkata,West Bengal,petrol,110.15,83.43,74.49
2477,2021-11-23,Chennai,Tamil Nadu,diesel,102.59,83.43,74.49
2476,2021-11-23,Chennai,Tamil Nadu,petrol,106.35,83.43,74.49
2475,2021-11-23,Mumbai,Maharashtra,diesel,106.62,83.43,74.49
2474,2021-11-23,Mumbai,Maharashtra,petrol,115.5,83.43,74.49
2473,2021-11-23,Delhi,Delhi,diesel,98.42,83.43,74.49
2472,2021-11-23,Delhi,Delhi,petrol,109.69,83.43,74.49
2495,2021-11-24,Lucknow,Uttar Pradesh,diesel,98.91,82.37,74.57
2494,2021-11-24,Lucknow,Uttar Pradesh,petrol,106.61,82.37,74.57
2493,2021-11-24,Bengaluru,Karnataka,diesel,104.5,82.37,74.57
2492,2021-11-24,Bengaluru,Karnataka,petrol,113.56,82.37,74.57
2491,2021-11-24,Kolkata,West Bengal,diesel,101.56,82.37,74.57
2490,2021-11-24,Kolkata,West Bengal,petrol,110.15,82.37,74.57
2488,2021-11-24,Chennai,Tamil Nadu,petrol,106.35,82.37,74.57
2487,2021-11-24,Mumbai,Maharashtra,diesel,106.62,82.37,74.57
2486,2021-11-24,Mumbai,Maharashtra,petrol,115.5,82.37,74.57
2485,2021-11-24,Delhi,Delhi,diesel,98.42,82.37,74.57
2484,2021-11-24,Delhi,Delhi,petrol,109.69,82.37,74.57
2489,2021-11-24,Chennai,Tamil Nadu,diesel,102.59,82.37,74.57
2503,2021-11-25,Kolkata,West Bengal,diesel,101.56,82.05,74.57
2507,2021-11-25,Lucknow,Uttar Pradesh,diesel,98.91,82.05,74.57
2506,2021-11-25,Lucknow,Uttar Pradesh,petrol,106.61,82.05,74.57
2505,2021-11-25,Bengaluru,Karnataka,diesel,104.5,82.05,74.57
2504,2021-11-25,Bengaluru,Karnataka,petrol,113.56,82.05,74.57
2502,2021-11-25,Kolkata,West Bengal,petrol,110.15,82.05,74.57
2501,2021-11-25,Chennai,Tamil Nadu,diesel,102.59,82.05,74.57
2500,2021-11-25,Chennai,Tamil Nadu,petrol,106.35,82.05,74.57
2499,2021-11-25,Mumbai,Maharashtra,diesel,106.62,82.05,74.57
2498,2021-11-25,Mumbai,Maharashtra,petrol,115.5,82.05,74.57
2497,2021-11-25,Delhi,Delhi,diesel,98.42,82.05,74.57
2496,2021-11-25,Delhi,Delhi,petrol,109.69,82.05,74.57
2519,2021-11-26,Lucknow,Uttar Pradesh,diesel,98.91,72.37,74.89
2518,2021-11-26,Lucknow,Uttar Pradesh,petrol,106.61,72.37,74.89
2517,2021-11-26,Bengaluru,Karnataka,diesel,104.5,72.37,74.89
2516,2021-11-26,Bengaluru,Karnataka,petrol,113.56,72.37,74.89
2515,2021-11-26,Kolkata,West Bengal,diesel,101.56,72.37,74.89
2514,2021-11-26,Kolkata,West Bengal,petrol,110.15,72.37,74.89
2512,2021-11-26,Chennai,Tamil Nadu,petrol,106.35,72.37,74.89
2511,2021-11-26,Mumbai,Maharashtra,diesel,106.62,72.37,74.89
2510,2021-11-26,Mumbai,Maharashtra,petrol,115.5,72.37,74.89
2509,2021-11-26,Delhi,Delhi,diesel,98.42,72.37,74.89
2508,2021-11-26,Delhi,Delhi,petrol,109.69,72.37,74.89
2513,2021-11-26,Chennai,Tamil Nadu,diesel,102.59,72.37,74.89
2527,2021-11-27,Kolkata,West Bengal,diesel,101.56,72.37,74.89
2531,2021-11-27,Lucknow,Uttar Pradesh,diesel,98.91,72.37,74.89
2530,2021-11-27,Lucknow,Uttar Pradesh,petrol,106.61,72.37,74.89
2529,2021-11-27,Bengaluru,Karnataka,diesel,104.5,72.37,74.89
2528,2021-11-27,Bengaluru,Karnataka,petrol,113.56,72.37,74.89
2526,2021-11-27,Kolkata,West Bengal,petrol,110.15,72.37,74.89
2525,2021-11-27,Chennai,Tamil Nadu,diesel,102.59,72.37,74.89
2524,2021-11-27,Chennai,Tamil Nadu,petrol,106.35,72.37,74.89
2523,2021-11-27,Mumbai,Maharashtra,diesel,106.62,72.37,74.89
2522,2021-11-27,Mumbai,Maharashtra,petrol,115.5,72.37,74.89
2521,2021-11-27,Delhi,Delhi,diesel,98.42,72.37,74.89
2520,2021-11-27,Delhi,Delhi,petrol,109.69,72.37,74.89
2543,2021-11-28,Lucknow,Uttar Pradesh,diesel,98.91,72.37,74.89
2542,2021-11-28,Lucknow,Uttar Pradesh,petrol,106.61,72.37,74.89
2541,2021-11-28,Bengaluru,Karnataka,diesel,104.5,72.37,74.89
2540,2021-11-28,Bengaluru,Karnataka,petrol,113.56,72.37,74.89
2539,2021-11-28,Kolkata,West Bengal,diesel,101.56,72.37,74.89
2538,2021-11-28,Kolkata,West Bengal,petrol,110.15,72.37,74.89
2537,2021-11-28,Chennai,Tamil Nadu,diesel,102.59,72.37,74.89
2536,2021-11-28,Chennai,Tamil Nadu,petrol,106.35,72.37,74.89
2535,2021-11-28,Mumbai,Maharashtra,diesel,106.62,72.37,74.89
2534,2021-11-28,Mumbai,Maharashtra,petrol,115.5,72.37,74.89
2533,2021-11-28,Delhi,Delhi,diesel,98.42,72.37,74.89
2532,2021-11-28,Delhi,Delhi,petrol,109.69,72.37,74.89
2554,2021-11-29,Lucknow,Uttar Pradesh,petrol,106.61,73.34,75.12
2553,2021-11-29,Bengaluru,Karnataka,diesel,104.5,73.34,75.12
2552,2021-11-29,Bengaluru,Karnataka,petrol,113.56,73.34,75.12
2551,2021-11-29,Kolkata,West Bengal,diesel,101.56,73.34,75.12
2550,2021-11-29,Kolkata,West Bengal,petrol,110.15,73.34,75.12
2555,2021-11-29,Lucknow,Uttar Pradesh,diesel,98.91,73.34,75.12
2548,2021-11-29,Chennai,Tamil Nadu,petrol,106.35,73.34,75.12
2547,2021-11-29,Mumbai,Maharashtra,diesel,106.62,73.34,75.12
2546,2021-11-29,Mumbai,Maharashtra,petrol,115.5,73.34,75.12
2545,2021-11-29,Delhi,Delhi,diesel,98.42,73.34,75.12
2544,2021-11-29,Delhi,Delhi,petrol,109.69,73.34,75.12
2549,2021-11-29,Chennai,Tamil Nadu,diesel,102.59,73.34,75.12
2567,2021-11-30,Lucknow,Uttar Pradesh,diesel,98.91,70.86,75.1
2566,2021-11-30,Lucknow,Uttar Pradesh,petrol,106.61,70.86,75.1
2565,2021-11-30,Bengaluru,Karnataka,diesel,104.5,70.86,75.1
2564,2021-11-30,Bengaluru,Karnataka,petrol,113.56,70.86,75.1
2563,2021-11-30,Kolkata,West Bengal,diesel,101.56,70.86,75.1
2562,2021-11-30,Kolkata,West Bengal,petrol,110.15,70.86,75.1
2561,2021-11-30,Chennai,Tamil Nadu,diesel,102.59,70.86,75.1
2560,2021-11-30,Chennai,Tamil Nadu,petrol,106.35,70.86,75.1
2559,2021-11-30,Mumbai,Maharashtra,diesel,106.62,70.86,75.1
2558,2021-11-30,Mumbai,Maharashtra,petrol,115.5,70.86,75.1
2557,2021-11-30,Delhi,Delhi,diesel,98.42,70.86,75.1
2556,2021-11-30,Delhi,Delhi,petrol,109.69,70.86,75.1
2579,2021-12-01,Lucknow,Uttar Pradesh,diesel,86.8,69.53,74.83
2578,2021-12-01,Lucknow,Uttar Pradesh,petrol,95.28,69.53,74.83
2577,2021-12-01,Bengaluru,Karnataka,diesel,85.01,69.53,74.83
2576,2021-12-01,Bengaluru,Karnataka,petrol,100.58,69.53,74.83
2575,2021-12-01,Kolkata,West Bengal,diesel,89.79,69.53,74.83
2574,2021-12-01,Kolkata,West Bengal,petrol,104.67,69.53,74.83
2573,2021-12-01,Chennai,Tamil Nadu,diesel,91.43,69.53,74.83
2572,2021-12-01,Chennai,Tamil Nadu,petrol,101.4,69.53,74.83
2571,2021-12-01,Mumbai,Maharashtra,diesel,94.14,69.53,74.83
2570,2021-12-01,Mumbai,Maharashtra,petrol,109.98,69.53,74.83
2569,2021-12-01,Delhi,Delhi,diesel,86.67,69.53,74.83
2568,2021-12-01,Delhi,Delhi,petrol,95.41,69.53,74.83
2591,2021-12-02,Lucknow,Uttar Pradesh,diesel,86.8,70.56,74.89
2590,2021-12-02,Lucknow,Uttar Pradesh,petrol,95.28,70.56,74.89
2589,2021-12-02,Bengaluru,Karnataka,diesel,85.01,70.56,74.89
2588,2021-12-02,Bengaluru,Karnataka,petrol,100.58,70.56,74.89
2587,2021-12-02,Kolkata,West Bengal,diesel,89.79,70.56,74.89
2586,2021-12-02,Kolkata,West Bengal,petrol,104.67,70.56,74.89
2585,2021-12-02,Chennai,Tamil Nadu,diesel,91.43,70.56,74.89
2584,2021-12-02,Chennai,Tamil Nadu,petrol,101.4,70.56,74.89
2583,2021-12-02,Mumbai,Maharashtra,diesel,94.14,70.56,74.89
2582,2021-12-02,Mumbai,Maharashtra,petrol,109.98,70.56,74.89
2581,2021-12-02,Delhi,Delhi,diesel,86.67,70.56,74.89
2580,2021-12-02,Delhi,Delhi,petrol,95.41,70.56,74.89
2602,2021-12-03,Lucknow,Uttar Pradesh,petrol,95.28,70.71,75.24
2601,2021-12-03,Bengaluru,Karnataka,diesel,85.01,70.71,75.24
2600,2021-12-03,Bengaluru,Karnataka,petrol,100.58,70.71,75.24
2599,2021-12-03,Kolkata,West Bengal,diesel,89.79,70.71,75.24
2598,2021-12-03,Kolkata,West Bengal,petrol,104.67,70.71,75.24
2603,2021-12-03,Lucknow,Uttar Pradesh,diesel,86.8,70.71,75.24
2596,2021-12-03,Chennai,Tamil Nadu,petrol,101.4,70.71,75.24
2595,2021-12-03,Mumbai,Maharashtra,diesel,94.14,70.71,75.24
2594,2021-12-03,Mumbai,Maharashtra,petrol,109.98,70.71,75.24
2593,2021-12-03,Delhi,Delhi,diesel,86.67,70.71,75.24
2592,2021-12-03,Delhi,Delhi,petrol,95.41,70.71,75.24
2597,2021-12-03,Chennai,Tamil Nadu,diesel,91.43,70.71,75.24
2615,2021-12-04,Lucknow,Uttar Pradesh,diesel,86.8,70.71,75.24
2614,2021-12-04,Lucknow,Uttar Pradesh,petrol,95.28,70.71,75.24
2613,2021-12-04,Bengaluru,Karnataka,diesel,85.01,70.71,75.24
2612,2021-12-04,Bengaluru,Karnataka,petrol,100.58,70.71,75.24
2611,2021-12-04,Kolkata,West Bengal,diesel,89.79,70.71,75.24
2610,2021-12-04,Kolkata,West Bengal,petrol,104.67,70.71,75.24
2609,2021-12-04,Chennai,Tamil Nadu,diesel,91.43,70.71,75.24
2608,2021-12-04,Chennai,Tamil Nadu,petrol,101.4,70.71,75.24
2607,2021-12-04,Mumbai,Maharashtra,diesel,94.14,70.71,75.24
2606,2021-12-04,Mumbai,Maharashtra,petrol,109.98,70.71,75.24
2605,2021-12-04,Delhi,Delhi,diesel,86.67,70.71,75.24
2604,2021-12-04,Delhi,Delhi,petrol,95.41,70.71,75.24
2626,2021-12-05,Lucknow,Uttar Pradesh,petrol,95.28,70.71,75.24
2625,2021-12-05,Bengaluru,Karnataka,diesel,85.01,70.71,75.24
2624,2021-12-05,Bengaluru,Karnataka,petrol,100.58,70.71,75.24
2623,2021-12-05,Kolkata,West Bengal,diesel,89.79,70.71,75.24
2622,2021-12-05,Kolkata,West Bengal,petrol,104.67,70.71,75.24
2627,2021-12-05,Lucknow,Uttar Pradesh,diesel,86.8,70.71,75.24
2620,2021-12-05,Chennai,Tamil Nadu,petrol,101.4,70.71,75.24
2619,2021-12-05,Mumbai,Maharashtra,diesel,94.14,70.71,75.24
2618,2021-12-05,Mumbai,Maharashtra,petrol,109.98,70.71,75.24
2617,2021-12-05,Delhi,Delhi,diesel,86.67,70.71,75.24
2616,2021-12-05,Delhi,Delhi,petrol,95.41,70.71,75.24
2621,2021-12-05,Chennai,Tamil Nadu,diesel,91.43,70.71,75.24
2638,2021-12-06,Lucknow,Uttar Pradesh,petrol,95.28,73.38,75.39
2637,2021-12-06,Bengaluru,Karnataka,diesel,85.01,73.38,75.39
2636,2021-12-06,Bengaluru,Karnataka,petrol,100.58,73.38,75.39
2635,2021-12-06,Kolkata,West Bengal,diesel,89.79,73.38,75.39
2634,2021-12-06,Kolkata,West Bengal,petrol,104.67,73.38,75.39
2639,2021-12-06,Lucknow,Uttar Pradesh,diesel,86.8,73.38,75.39
2632,2021-12-06,Chennai,Tamil Nadu,petrol,101.4,73.38,75.39
2631,2021-12-06,Mumbai,Maharashtra,diesel,94.14,73.38,75.39
2630,2021-12-06,Mumbai,Maharashtra,petrol,109.98,73.38,75.39
2629,2021-12-06,Delhi,Delhi,diesel,86.67,73.38,75.39
2628,2021-12-06,Delhi,Delhi,petrol,95.41,73.38,75.39
2633,2021-12-06,Chennai,Tamil Nadu,diesel,91.43,73.38,75.39
2651,2021-12-07,Lucknow,Uttar Pradesh,diesel,86.8,75.54,75.43
2650,2021-12-07,Lucknow,Uttar Pradesh,petrol,95.28,75.54,75.43
2649,2021-12-07,Bengaluru,Karnataka,diesel,85.01,75.54,75.43
2648,2021-12-07,Bengaluru,Karnataka,petrol,100.58,75.54,75.43
2647,2021-12-07,Kolkata,West Bengal,diesel,89.79,75.54,75.43
2646,2021-12-07,Kolkata,West Bengal,petrol,104.67,75.54,75.43
2645,2021-12-07,Chennai,Tamil Nadu,diesel,91.43,75.54,75.43
2643,2021-12-07,Mumbai,Maharashtra,diesel,94.14,75.54,75.43
2642,2021-12-07,Mumbai,Maharashtra,petrol,109.98,75.54,75.43
2641,2021-12-07,Delhi,Delhi,diesel,86.67,75.54,75.43
2640,2021-12-07,Delhi,Delhi,petrol,95.41,75.54,75.43
2644,2021-12-07,Chennai,Tamil Nadu,petrol,101.4,75.54,75.43
2659,2021-12-08,Kolkata,West Bengal,diesel,89.79,75.94,75.4
2663,2021-12-08,Lucknow,Uttar Pradesh,diesel,86.8,75.94,75.4
2662,2021-12-08,Lucknow,Uttar Pradesh,petrol,95.28,75.94,75.4
2661,2021-12-08,Bengaluru,Karnataka,diesel,85.01,75.94,75.4
2660,2021-12-08,Bengaluru,Karnataka,petrol,100.58,75.94,75.4
2658,2021-12-08,Kolkata,West Bengal,petrol,104.67,75.94,75.4
2657,2021-12-08,Chennai,Tamil Nadu,diesel,91.43,75.94,75.4
2656,2021-12-08,Chennai,Tamil Nadu,petrol,101.4,75.94,75.4
2655,2021-12-08,Mumbai,Maharashtra,diesel,94.14,75.94,75.4
2654,2021-12-08,Mumbai,Maharashtra,petrol,109.98,75.94,75.4
2653,2021-12-08,Delhi,Delhi,diesel,86.67,75.94,75.4
2652,2021-12-08,Delhi,Delhi,petrol,95.41,75.94,75.4
2675,2021-12-09,Lucknow,Uttar Pradesh,diesel,86.8,74.1,75.58
2674,2021-12-09,Lucknow,Uttar Pradesh,petrol,95.28,74.1,75.58
2673,2021-12-09,Bengaluru,Karnataka,diesel,85.01,74.1,75.58
2672,2021-12-09,Bengaluru,Karnataka,petrol,100.58,74.1,75.58
2671,2021-12-09,Kolkata,West Bengal,diesel,89.79,74.1,75.58
2670,2021-12-09,Kolkata,West Bengal,petrol,104.67,74.1,75.58
2669,2021-12-09,Chennai,Tamil Nadu,diesel,91.43,74.1,75.58
2668,2021-12-09,Chennai,Tamil Nadu,petrol,101.4,74.1,75.58
2667,2021-12-09,Mumbai,Maharashtra,diesel,94.14,74.1,75.58
2666,2021-12-09,Mumbai,Maharashtra,petrol,109.98,74.1,75.58
2665,2021-12-09,Delhi,Delhi,diesel,86.67,74.1,75.58
2664,2021-12-09,Delhi,Delhi,petrol,95.41,74.1,75.58
2687,2021-12-10,Lucknow,Uttar Pradesh,diesel,86.8,74.98,75.66
2686,2021-12-10,Lucknow,Uttar Pradesh,petrol,95.28,74.98,75.66
2685,2021-12-10,Bengaluru,Karnataka,diesel,85.01,74.98,75.66
2684,2021-12-10,Bengaluru,Karnataka,petrol,100.58,74.98,75.66
2683,2021-12-10,Kolkata,West Bengal,diesel,89.79,74.98,75.66
2682,2021-12-10,Kolkata,West Bengal,petrol,104.67,74.98,75.66
2680,2021-12-10,Chennai,Tamil Nadu,petrol,101.4,74.98,75.66
2679,2021-12-10,Mumbai,Maharashtra,diesel,94.14,74.98,75.66
2678,2021-12-10,Mumbai,Maharashtra,petrol,109.98,74.98,75.66
2677,2021-12-10,Delhi,Delhi,diesel,86.67,74.98,75.66
2676,2021-12-10,Delhi,Delhi,petrol,95.41,74.98,75.66
2681,2021-12-10,Chennai,Tamil Nadu,diesel,91.43,74.98,75.66
2693,2021-12-11,Chennai,Tamil Nadu,diesel,91.43,74.98,75.66
2699,2021-12-11,Lucknow,Uttar Pradesh,diesel,86.8,74.98,75.66
2698,2021-12-11,Lucknow,Uttar Pradesh,petrol,95.28,74.98,75.66
2697,2021-12-11,Bengaluru,Karnataka,diesel,85.01,74.98,75.66
2696,2021-12-11,Bengaluru,Karnataka,petrol,100.58,74.98,75.66
2695,2021-12-11,Kolkata,West Bengal,diesel,89.79,74.98,75.66
2691,2021-12-11,Mumbai,Maharashtra,diesel,94.14,74.98,75.66
2692,2021-12-11,Chennai,Tamil Nadu,petrol,101.4,74.98,75.66
2690,2021-12-11,Mumbai,Maharashtra,petrol,109.98,74.98,75.66
2689,2021-12-11,Delhi,Delhi,diesel,86.67,74.98,75.66
2688,2021-12-11,Delhi,Delhi,petrol,95.41,74.98,75.66
2694,2021-12-11,Kolkata,West Bengal,petrol,104.67,74.98,75.66
2708,2021-12-12,Bengaluru,Karnataka,petrol,100.58,74.98,75.66
2709,2021-12-12,Bengaluru,Karnataka,diesel,85.01,74.98,75.66
2707,2021-12-12,Kolkata,West Bengal,diesel,89.79,74.98,75.66
2711,2021-12-12,Lucknow,Uttar Pradesh,diesel,86.8,74.98,75.66
2710,2021-12-12,Lucknow,Uttar Pradesh,petrol,95.28,74.98,75.66
2706,2021-12-12,Kolkata,West Bengal,petrol,104.67,74.98,75.66
2705,2021-12-12,Chennai,Tamil Nadu,diesel,91.43,74.98,75.66
2704,2021-12-12,Chennai,Tamil Nadu,petrol,101.4,74.98,75.66
2703,2021-12-12,Mumbai,Maharashtra,diesel,94.14,74.98,75.66
2702,2021-12-12,Mumbai,Maharashtra,petrol,109.98,74.98,75.66
2701,2021-12-12,Delhi,Delhi,diesel,86.67,74.98,75.66
2700,2021-12-12,Delhi,Delhi,petrol,95.41,74.98,75.66
2723,2021-12-13,Lucknow,Uttar Pradesh,diesel,86.8,74.12,75.78
2722,2021-12-13,Lucknow,Uttar Pradesh,petrol,95.28,74.12,75.78
2721,2021-12-13,Bengaluru,Karnataka,diesel,85.01,74.12,75.78
2720,2021-12-13,Bengaluru,Karnataka,petrol,100.58,74.12,75.78
2719,2021-12-13,Kolkata,West Bengal,diesel,89.79,74.12,75.78
2718,2021-12-13,Kolkata,West Bengal,petrol,104.67,74.12,75.78
2716,2021-12-13,Chennai,Tamil Nadu,petrol,101.4,74.12,75.78
2715,2021-12-13,Mumbai,Maharashtra,diesel,94.14,74.12,75.78
2714,2021-12-13,Mumbai,Maharashtra,petrol,109.98,74.12,75.78
2713,2021-12-13,Delhi,Delhi,diesel,86.67,74.12,75.78
2712,2021-12-13,Delhi,Delhi,petrol,95.41,74.12,75.78
2717,2021-12-13,Chennai,Tamil Nadu,diesel,91.43,74.12,75.78
2731,2021-12-14,Kolkata,West Bengal,diesel,89.79,73.37,75.98
2735,2021-12-14,Lucknow,Uttar Pradesh,diesel,86.8,73.37,75.98
