id,date,city,state,fuel,price_inr_per_litre
1316,2021-08-18,Bengaluru,Karnataka,petrol,105.25
1317,2021-08-18,Bengaluru,Karnataka,diesel,95.26
1318,2021-08-18,Lucknow,Uttar Pradesh,petrol,98.92
1319,2021-08-18,Lucknow,Uttar Pradesh,diesel,90.26
1320,2021-08-19,Delhi,Delhi,petrol,101.84
1321,2021-08-19,Delhi,Delhi,diesel,89.87
1322,2021-08-19,Mumbai,Maharashtra,petrol,107.83
1323,2021-08-19,Mumbai,Maharashtra,diesel,97.45
1324,2021-08-19,Chennai,Tamil Nadu,petrol,102.49
1325,2021-08-19,Chennai,Tamil Nadu,diesel,94.39
1326,2021-08-19,Kolkata,West Bengal,petrol,102.08
1327,2021-08-19,Kolkata,West Bengal,diesel,93.02
1328,2021-08-19,Bengaluru,Karnataka,petrol,105.25
1329,2021-08-19,Bengaluru,Karnataka,diesel,95.26
1330,2021-08-19,Lucknow,Uttar Pradesh,petrol,98.92
1331,2021-08-19,Lucknow,Uttar Pradesh,diesel,90.26
1332,2021-08-20,Delhi,Delhi,petrol,101.84
1333,2021-08-20,Delhi,Delhi,diesel,89.87
1334,2021-08-20,Mumbai,Maharashtra,petrol,107.83
1335,2021-08-20,Mumbai,Maharashtra,diesel,97.45
1336,2021-08-20,Chennai,Tamil Nadu,petrol,102.49
1337,2021-08-20,Chennai,Tamil Nadu,diesel,94.39
1338,2021-08-20,Kolkata,West Bengal,petrol,102.08
1339,2021-08-20,Kolkata,West Bengal,diesel,93.02
1340,2021-08-20,Bengaluru,Karnataka,petrol,105.25
1341,2021-08-20,Bengaluru,Karnataka,diesel,95.26
1342,2021-08-20,Lucknow,Uttar Pradesh,petrol,98.92
1343,2021-08-20,Lucknow,Uttar Pradesh,diesel,90.26
1344,2021-08-21,Delhi,Delhi,petrol,101.84
1345,2021-08-21,Delhi,Delhi,diesel,89.87
1346,2021-08-21,Mumbai,Maharashtra,petrol,107.83
1347,2021-08-21,Mumbai,Maharashtra,diesel,97.45
1348,2021-08-21,Chennai,Tamil Nadu,petrol,102.49
1349,2021-08-21,Chennai,Tamil Nadu,diesel,94.39
1350,2021-08-21,Kolkata,West Bengal,petrol,102.08
1351,2021-08-21,Kolkata,West Bengal,diesel,93.02
1352,2021-08-21,Bengaluru,Karnataka,petrol,105.25
1353,2021-08-21,Bengaluru,Karnataka,diesel,95.26
1354,2021-08-21,Lucknow,Uttar Pradesh,petrol,98.92
1355,2021-08-21,Lucknow,Uttar Pradesh,diesel,90.26
1356,2021-08-22,Delhi,Delhi,petrol,101.84
1357,2021-08-22,Delhi,Delhi,diesel,89.87
1358,2021-08-22,Mumbai,Maharashtra,petrol,107.83
1359,2021-08-22,Mumbai,Maharashtra,diesel,97.45
1360,2021-08-22,Chennai,Tamil Nadu,petrol,102.49
1361,2021-08-22,Chennai,Tamil Nadu,diesel,94.39
1362,2021-08-22,Kolkata,West Bengal,petrol,102.08
1363,2021-08-22,Kolkata,West Bengal,diesel,93.02
1364,2021-08-22,Bengaluru,Karnataka,petrol,105.25
1365,2021-08-22,Bengaluru,Karnataka,diesel,95.26
1366,2021-08-22,Lucknow,Uttar Pradesh,petrol,98.92
1367,2021-08-22,Lucknow,Uttar Pradesh,diesel,90.26
1368,2021-08-23,Delhi,Delhi,petrol,101.84
1369,2021-08-23,Delhi,Delhi,diesel,89.87
1370,2021-08-23,Mumbai,Maharashtra,petrol,107.83
1371,2021-08-23,Mumbai,Maharashtra,diesel,97.45
1372,2021-08-23,Chennai,Tamil Nadu,petrol,102.49
1373,2021-08-23,Chennai,Tamil Nadu,diesel,94.39
1374,2021-08-23,Kolkata,West Bengal,petrol,102.08
1375,2021-08-23,Kolkata,West Bengal,diesel,93.02
1376,2021-08-23,Bengaluru,Karnataka,petrol,105.25
1377,2021-08-23,Bengaluru,Karnataka,diesel,95.26
1378,2021-08-23,Lucknow,Uttar Pradesh,petrol,98.92
1379,2021-08-23,Lucknow,Uttar Pradesh,diesel,90.26
1380,2021-08-24,Delhi,Delhi,petrol,101.84
1381,2021-08-24,Delhi,Delhi,diesel,89.87
1382,2021-08-24,Mumbai,Maharashtra,petrol,107.83
1383,2021-08-24,Mumbai,Maharashtra,diesel,97.45
1384,2021-08-24,Chennai,Tamil Nadu,petrol,102.49
1385,2021-08-24,Chennai,Tamil Nadu,diesel,94.39
1386,2021-08-24,Kolkata,West Bengal,petrol,102.08
1387,2021-08-24,Kolkata,West Bengal,diesel,93.02
1388,2021-08-24,Bengaluru,Karnataka,petrol,105.25
1389,2021-08-24,Bengaluru,Karnataka,diesel,95.26
1390,2021-08-24,Lucknow,Uttar Pradesh,petrol,98.92
1391,2021-08-24,Lucknow,Uttar Pradesh,diesel,90.26
1392,2021-08-25,Delhi,Delhi,petrol,101.84
1393,2021-08-25,Delhi,Delhi,diesel,89.87
1394,2021-08-25,Mumbai,Maharashtra,petrol,107.83
1395,2021-08-25,Mumbai,Maharashtra,diesel,97.45
1396,2021-08-25,Chennai,Tamil Nadu,petrol,102.49
1397,2021-08-25,Chennai,Tamil Nadu,diesel,94.39
1398,2021-08-25,Kolkata,West Bengal,petrol,102.08
1399,2021-08-25,Kolkata,West Bengal,diesel,93.02
1400,2021-08-25,Bengaluru,Karnataka,petrol,105.25
1401,2021-08-25,Bengaluru,Karnataka,diesel,95.26
1402,2021-08-25,Lucknow,Uttar Pradesh,petrol,98.92
1403,2021-08-25,Lucknow,Uttar Pradesh,diesel,90.26
1404,2021-08-26,Delhi,Delhi,petrol,101.84
1405,2021-08-26,Delhi,Delhi,diesel,89.87
1406,2021-08-26,Mumbai,Maharashtra,petrol,107.83
1407,2021-08-26,Mumbai,Maharashtra,diesel,97.45
1408,2021-08-26,Chennai,Tamil Nadu,petrol,102.49
1409,2021-08-26,Chennai,Tamil Nadu,diesel,94.39
1410,2021-08-26,Kolkata,West Bengal,petrol,102.08
1411,2021-08-26,Kolkata,West Bengal,diesel,93.02
1412,2021-08-26,Bengaluru,Karnataka,petrol,105.25
1413,2021-08-26,Bengaluru,Karnataka,diesel,95.26
1414,2021-08-26,Lucknow,Uttar Pradesh,petrol,98.92
1415,2021-08-26,Lucknow,Uttar Pradesh,diesel,90.26
1416,2021-08-27,Delhi,Delhi,petrol,101.84
1417,2021-08-27,Delhi,Delhi,diesel,89.87
1418,2021-08-27,Mumbai,Maharashtra,petrol,107.83
1419,2021-08-27,Mumbai,Maharashtra,diesel,97.45
1420,2021-08-27,Chennai,Tamil Nadu,petrol,102.49
1421,2021-08-27,Chennai,Tamil Nadu,diesel,94.39
1422,2021-08-27,Kolkata,West Bengal,petrol,102.08
1423,2021-08-27,Kolkata,West Bengal,diesel,93.02
1424,2021-08-27,Bengaluru,Karnataka,petrol,105.25
1425,2021-08-27,Bengaluru,Karnataka,diesel,95.26
1426,2021-08-27,Lucknow,Uttar Pradesh,petrol,98.92
1427,2021-08-27,Lucknow,Uttar Pradesh,diesel,90.26
1428,2021-08-28,Delhi,Delhi,petrol,101.84
1429,2021-08-28,Delhi,Delhi,diesel,89.87
1430,2021-08-28,Mumbai,Maharashtra,petrol,107.83
1431,2021-08-28,Mumbai,Maharashtra,diesel,97.45
1432,2021-08-28,Chennai,Tamil Nadu,petrol,102.49
1433,2021-08-28,Chennai,Tamil Nadu,diesel,94.39
1434,2021-08-28,Kolkata,West Bengal,petrol,102.08
1435,2021-08-28,Kolkata,West Bengal,diesel,93.02
1436,2021-08-28,Bengaluru,Karnataka,petrol,105.25
1437,2021-08-28,Bengaluru,Karnataka,diesel,95.26
1438,2021-08-28,Lucknow,Uttar Pradesh,petrol,98.92
1439,2021-08-28,Lucknow,Uttar Pradesh,diesel,90.26
1440,2021-08-29,Delhi,Delhi,petrol,101.84
1441,2021-08-29,Delhi,Delhi,diesel,89.87
1442,2021-08-29,Mumbai,Maharashtra,petrol,107.83
1443,2021-08-29,Mumbai,Maharashtra,diesel,97.45
1444,2021-08-29,Chennai,Tamil Nadu,petrol,102.49
1445,2021-08-29,Chennai,Tamil Nadu,diesel,94.39
1446,2021-08-29,Kolkata,West Bengal,petrol,102.08
1447,2021-08-29,Kolkata,West Bengal,diesel,93.02
1448,2021-08-29,Bengaluru,Karnataka,petrol,105.25
1449,2021-08-29,Bengaluru,Karnataka,diesel,95.26
1450,2021-08-29,Lucknow,Uttar Pradesh,petrol,98.92
1451,2021-08-29,Lucknow,Uttar Pradesh,diesel,90.26
1452,2021-08-30,Delhi,Delhi,petrol,101.84
1453,2021-08-30,Delhi,Delhi,diesel,89.87
1454,2021-08-30,Mumbai,Maharashtra,petrol,107.83
1455,2021-08-30,Mumbai,Maharashtra,diesel,97.45
1456,2021-08-30,Chennai,Tamil Nadu,petrol,102.49
1457,2021-08-30,Chennai,Tamil Nadu,diesel,94.39
1458,2021-08-30,Kolkata,West Bengal,petrol,102.08
1459,2021-08-30,Kolkata,West Bengal,diesel,93.02
1460,2021-08-30,Bengaluru,Karnataka,petrol,105.25
1461,2021-08-30,Bengaluru,Karnataka,diesel,95.26
1462,2021-08-30,Lucknow,Uttar Pradesh,petrol,98.92
1463,2021-08-30,Lucknow,Uttar Pradesh,diesel,90.26
1464,2021-08-31,Delhi,Delhi,petrol,101.84
1465,2021-08-31,Delhi,Delhi,diesel,89.87
1466,2021-08-31,Mumbai,Maharashtra,petrol,107.83
1467,2021-08-31,Mumbai,Maharashtra,diesel,97.45
1468,2021-08-31,Chennai,Tamil Nadu,petrol,102.49
1469,2021-08-31,Chennai,Tamil Nadu,diesel,94.39
1470,2021-08-31,Kolkata,West Bengal,petrol,102.08
1471,2021-08-31,Kolkata,West Bengal,diesel,93.02
1472,2021-08-31,Bengaluru,Karnataka,petrol,105.25
1473,2021-08-31,Bengaluru,Karnataka,diesel,95.26
1474,2021-08-31,Lucknow,Uttar Pradesh,petrol,98.92
1475,2021-08-31,Lucknow,Uttar Pradesh,diesel,90.26
1476,2021-09-01,Delhi,Delhi,petrol,101.34
1477,2021-09-01,Delhi,Delhi,diesel,88.77
1478,2021-09-01,Mumbai,Maharashtra,petrol,107.39
1479,2021-09-01,Mumbai,Maharashtra,diesel,96.33
1480,2021-09-01,Chennai,Tamil Nadu,petrol,99.08
1481,2021-09-01,Chennai,Tamil Nadu,diesel,93.38
1482,2021-09-01,Kolkata,West Bengal,petrol,101.72
1483,2021-09-01,Kolkata,West Bengal,diesel,91.84
1484,2021-09-01,Bengaluru,Karnataka,petrol,104.84
1485,2021-09-01,Bengaluru,Karnataka,diesel,94.19
1486,2021-09-01,Lucknow,Uttar Pradesh,petrol,98.43
1487,2021-09-01,Lucknow,Uttar Pradesh,diesel,89.15
1488,2021-09-02,Delhi,Delhi,petrol,101.34
1489,2021-09-02,Delhi,Delhi,diesel,88.77
1490,2021-09-02,Mumbai,Maharashtra,petrol,107.39
1491,2021-09-02,Mumbai,Maharashtra,diesel,96.33
1492,2021-09-02,Chennai,Tamil Nadu,petrol,99.08
1493,2021-09-02,Chennai,Tamil Nadu,diesel,93.38
1494,2021-09-02,Kolkata,West Bengal,petrol,101.72
1495,2021-09-02,Kolkata,West Bengal,diesel,91.84
1496,2021-09-02,Bengaluru,Karnataka,petrol,104.84
1497,2021-09-02,Bengaluru,Karnataka,diesel,94.19
1498,2021-09-02,Lucknow,Uttar Pradesh,petrol,98.43
1499,2021-09-02,Lucknow,Uttar Pradesh,diesel,89.15
1500,2021-09-03,Delhi,Delhi,petrol,101.34
1501,2021-09-03,Delhi,Delhi,diesel,88.77
1502,2021-09-03,Mumbai,Maharashtra,petrol,107.39
1503,2021-09-03,Mumbai,Maharashtra,diesel,96.33
1504,2021-09-03,Chennai,Tamil Nadu,petrol,99.08
1505,2021-09-03,Chennai,Tamil Nadu,diesel,93.38
1506,2021-09-03,Kolkata,West Bengal,petrol,101.72
1507,2021-09-03,Kolkata,West Bengal,diesel,91.84
1508,2021-09-03,Bengaluru,Karnataka,petrol,104.84
1509,2021-09-03,Bengaluru,Karnataka,diesel,94.19
1510,2021-09-03,Lucknow,Uttar Pradesh,petrol,98.43
1511,2021-09-03,Lucknow,Uttar Pradesh,diesel,89.15
1512,2021-09-04,Delhi,Delhi,petrol,101.34
1513,2021-09-04,Delhi,Delhi,diesel,88.77
1514,2021-09-04,Mumbai,Maharashtra,petrol,107.39
1515,2021-09-04,Mumbai,Maharashtra,diesel,96.33
1516,2021-09-04,Chennai,Tamil Nadu,petrol,99.08
1517,2021-09-04,Chennai,Tamil Nadu,diesel,93.38
1518,2021-09-04,Kolkata,West Bengal,petrol,101.72
1519,2021-09-04,Kolkata,West Bengal,diesel,91.84
1520,2021-09-04,Bengaluru,Karnataka,petrol,104.84
1521,2021-09-04,Bengaluru,Karnataka,diesel,94.19
1522,2021-09-04,Lucknow,Uttar Pradesh,petrol,98.43
1523,2021-09-04,Lucknow,Uttar Pradesh,diesel,89.15
1524,2021-09-05,Delhi,Delhi,petrol,101.34
1525,2021-09-05,Delhi,Delhi,diesel,88.77
1526,2021-09-05,Mumbai,Maharashtra,petrol,107.39
1527,2021-09-05,Mumbai,Maharashtra,diesel,96.33
1528,2021-09-05,Chennai,Tamil Nadu,petrol,99.08
1529,2021-09-05,Chennai,Tamil Nadu,diesel,93.38
1530,2021-09-05,Kolkata,West Bengal,petrol,101.72
1531,2021-09-05,Kolkata,West Bengal,diesel,91.84
1532,2021-09-05,Bengaluru,Karnataka,petrol,104.84
1533,2021-09-05,Bengaluru,Karnataka,diesel,94.19
1534,2021-09-05,Lucknow,Uttar Pradesh,petrol,98.43
1535,2021-09-05,Lucknow,Uttar Pradesh,diesel,89.15
1536,2021-09-06,Delhi,Delhi,petrol,101.34
1537,2021-09-06,Delhi,Delhi,diesel,88.77
1538,2021-09-06,Mumbai,Maharashtra,petrol,107.39
1539,2021-09-06,Mumbai,Maharashtra,diesel,96.33
1540,2021-09-06,Chennai,Tamil Nadu,petrol,99.08
1541,2021-09-06,Chennai,Tamil Nadu,diesel,93.38
1542,2021-09-06,Kolkata,West Bengal,petrol,101.72
1543,2021-09-06,Kolkata,West Bengal,diesel,91.84
1544,2021-09-06,Bengaluru,Karnataka,petrol,104.84
1545,2021-09-06,Bengaluru,Karnataka,diesel,94.19
1546,2021-09-06,Lucknow,Uttar Pradesh,petrol,98.43
1547,2021-09-06,Lucknow,Uttar Pradesh,diesel,89.15
1548,2021-09-07,Delhi,Delhi,petrol,101.34
1549,2021-09-07,Delhi,Delhi,diesel,88.77
1550,2021-09-07,Mumbai,Maharashtra,petrol,107.39
1551,2021-09-07,Mumbai,Maharashtra,diesel,96.33
1552,2021-09-07,Chennai,Tamil Nadu,petrol,99.08
1553,2021-09-07,Chennai,Tamil Nadu,diesel,93.38
1554,2021-09-07,Kolkata,West Bengal,petrol,101.72
1555,2021-09-07,Kolkata,West Bengal,diesel,91.84
1556,2021-09-07,Bengaluru,Karnataka,petrol,104.84
1557,2021-09-07,Bengaluru,Karnataka,diesel,94.19
1558,2021-09-07,Lucknow,Uttar Pradesh,petrol,98.43
1559,2021-09-07,Lucknow,Uttar Pradesh,diesel,89.15
1560,2021-09-08,Delhi,Delhi,petrol,101.34
1561,2021-09-08,Delhi,Delhi,diesel,88.77
1562,2021-09-08,Mumbai,Maharashtra,petrol,107.39
1563,2021-09-08,Mumbai,Maharashtra,diesel,96.33
1564,2021-09-08,Chennai,Tamil Nadu,petrol,99.08
1565,2021-09-08,Chennai,Tamil Nadu,diesel,93.38
1566,2021-09-08,Kolkata,West Bengal,petrol,101.72
1567,2021-09-08,Kolkata,West Bengal,diesel,91.84
1568,2021-09-08,Bengaluru,Karnataka,petrol,104.84
1569,2021-09-08,Bengaluru,Karnataka,diesel,94.19
1570,2021-09-08,Lucknow,Uttar Pradesh,petrol,98.43
1571,2021-09-08,Lucknow,Uttar Pradesh,diesel,89.15
1572,2021-09-09,Delhi,Delhi,petrol,101.34
1573,2021-09-09,Delhi,Delhi,diesel,88.77
1574,2021-09-09,Mumbai,Maharashtra,petrol,107.39
1575,2021-09-09,Mumbai,Maharashtra,diesel,96.33
1576,2021-09-09,Chennai,Tamil Nadu,petrol,99.08
1577,2021-09-09,Chennai,Tamil Nadu,diesel,93.38
1578,2021-09-09,Kolkata,West Bengal,petrol,101.72
1579,2021-09-09,Kolkata,West Bengal,diesel,91.84
1580,2021-09-09,Bengaluru,Karnataka,petrol,104.84
1581,2021-09-09,Bengaluru,Karnataka,diesel,94.19
1582,2021-09-09,Lucknow,Uttar Pradesh,petrol,98.43
1583,2021-09-09,Lucknow,Uttar Pradesh,diesel,89.15
1584,2021-09-10,Delhi,Delhi,petrol,101.34
1585,2021-09-10,Delhi,Delhi,diesel,88.77
1586,2021-09-10,Mumbai,Maharashtra,petrol,107.39
1587,2021-09-10,Mumbai,Maharashtra,diesel,96.33
1588,2021-09-10,Chennai,Tamil Nadu,petrol,99.08
1589,2021-09-10,Chennai,Tamil Nadu,diesel,93.38
1590,2021-09-10,Kolkata,West Bengal,petrol,101.72
1591,2021-09-10,Kolkata,West Bengal,diesel,91.84
1592,2021-09-10,Bengaluru,Karnataka,petrol,104.84
1593,2021-09-10,Bengaluru,Karnataka,diesel,94.19
1594,2021-09-10,Lucknow,Uttar Pradesh,petrol,98.43
1595,2021-09-10,Lucknow,Uttar Pradesh,diesel,89.15
1596,2021-09-11,Delhi,Delhi,petrol,101.34
1597,2021-09-11,Delhi,Delhi,diesel,88.77
1598,2021-09-11,Mumbai,Maharashtra,petrol,107.39
1599,2021-09-11,Mumbai,Maharashtra,diesel,96.33
1600,2021-09-11,Chennai,Tamil Nadu,petrol,99.08
1601,2021-09-11,Chennai,Tamil Nadu,diesel,93.38
1602,2021-09-11,Kolkata,West Bengal,petrol,101.72
1603,2021-09-11,Kolkata,West Bengal,diesel,91.84
1604,2021-09-11,Bengaluru,Karnataka,petrol,104.84
1605,2021-09-11,Bengaluru,Karnataka,diesel,94.19
1606,2021-09-11,Lucknow,Uttar Pradesh,petrol,98.43
1607,2021-09-11,Lucknow,Uttar Pradesh,diesel,89.15
1608,2021-09-12,Delhi,Delhi,petrol,101.34
1609,2021-09-12,Delhi,Delhi,diesel,88.77
1610,2021-09-12,Mumbai,Maharashtra,petrol,107.39
1611,2021-09-12,Mumbai,Maharashtra,diesel,96.33
1612,2021-09-12,Chennai,Tamil Nadu,petrol,99.08
1613,2021-09-12,Chennai,Tamil Nadu,diesel,93.38
1614,2021-09-12,Kolkata,West Bengal,petrol,101.72
1615,2021-09-12,Kolkata,West Bengal,diesel,91.84
1616,2021-09-12,Bengaluru,Karnataka,petrol,104.84
1617,2021-09-12,Bengaluru,Karnataka,diesel,94.19
1618,2021-09-12,Lucknow,Uttar Pradesh,petrol,98.43
1619,2021-09-12,Lucknow,Uttar Pradesh,diesel,89.15
1620,2021-09-13,Delhi,Delhi,petrol,101.34
1621,2021-09-13,Delhi,Delhi,diesel,88.77
1622,2021-09-13,Mumbai,Maharashtra,petrol,107.39
1623,2021-09-13,Mumbai,Maharashtra,diesel,96.33
1624,2021-09-13,Chennai,Tamil Nadu,petrol,99.08
1625,2021-09-13,Chennai,Tamil Nadu,diesel,93.38
1626,2021-09-13,Kolkata,West Bengal,petrol,101.72
1627,2021-09-13,Kolkata,West Bengal,diesel,91.84
1628,2021-09-13,Bengaluru,Karnataka,petrol,104.84
1629,2021-09-13,Bengaluru,Karnataka,diesel,94.19
1630,2021-09-13,Lucknow,Uttar Pradesh,petrol,98.43
1631,2021-09-13,Lucknow,Uttar Pradesh,diesel,89.15
1632,2021-09-14,Delhi,Delhi,petrol,101.34
1633,2021-09-14,Delhi,Delhi,diesel,88.77
1634,2021-09-14,Mumbai,Maharashtra,petrol,107.39
1635,2021-09-14,Mumbai,Maharashtra,diesel,96.33
1636,2021-09-14,Chennai,Tamil Nadu,petrol,99.08
1637,2021-09-14,Chennai,Tamil Nadu,diesel,93.38
1638,2021-09-14,Kolkata,West Bengal,petrol,101.72
1639,2021-09-14,Kolkata,West Bengal,diesel,91.84
1640,2021-09-14,Bengaluru,Karnataka,petrol,104.84
1641,2021-09-14,Bengaluru,Karnataka,diesel,94.19
1642,2021-09-14,Lucknow,Uttar Pradesh,petrol,98.43
1643,2021-09-14,Lucknow,Uttar Pradesh,diesel,89.15
1644,2021-09-15,Delhi,Delhi,petrol,101.34
1645,2021-09-15,Delhi,Delhi,diesel,88.77
1646,2021-09-15,Mumbai,Maharashtra,petrol,107.39
1647,2021-09-15,Mumbai,Maharashtra,diesel,96.33
1648,2021-09-15,Chennai,Tamil Nadu,petrol,99.08
1649,2021-09-15,Chennai,Tamil Nadu,diesel,93.38
1650,2021-09-15,Kolkata,West Bengal,petrol,101.72
1651,2021-09-15,Kolkata,West Bengal,diesel,91.84
1652,2021-09-15,Bengaluru,Karnataka,petrol,104.84
1653,2021-09-15,Bengaluru,Karnataka,diesel,94.19
1654,2021-09-15,Lucknow,Uttar Pradesh,petrol,98.43
1655,2021-09-15,Lucknow,Uttar Pradesh,diesel,89.15
1656,2021-09-16,Delhi,Delhi,petrol,101.34
1657,2021-09-16,Delhi,Delhi,diesel,88.77
1658,2021-09-16,Mumbai,Maharashtra,petrol,107.39
1659,2021-09-16,Mumbai,Maharashtra,diesel,96.33
1660,2021-09-16,Chennai,Tamil Nadu,petrol,99.08
1661,2021-09-16,Chennai,Tamil Nadu,diesel,93.38
1662,2021-09-16,Kolkata,West Bengal,petrol,101.72
1663,2021-09-16,Kolkata,West Bengal,diesel,91.84
1664,2021-09-16,Bengaluru,Karnataka,petrol,104.84
1665,2021-09-16,Bengaluru,Karnataka,diesel,94.19
1666,2021-09-16,Lucknow,Uttar Pradesh,petrol,98.43
1667,2021-09-16,Lucknow,Uttar Pradesh,diesel,89.15
1668,2021-09-17,Delhi,Delhi,petrol,101.34
1669,2021-09-17,Delhi,Delhi,diesel,88.77
1670,2021-09-17,Mumbai,Maharashtra,petrol,107.39
1671,2021-09-17,Mumbai,Maharashtra,diesel,96.33
1672,2021-09-17,Chennai,Tamil Nadu,petrol,99.08
1673,2021-09-17,Chennai,Tamil Nadu,diesel,93.38
1674,2021-09-17,Kolkata,West Bengal,petrol,101.72
1675,2021-09-17,Kolkata,West Bengal,diesel,91.84
1676,2021-09-17,Bengaluru,Karnataka,petrol,104.84
1677,2021-09-17,Bengaluru,Karnataka,diesel,94.19
1678,2021-09-17,Lucknow,Uttar Pradesh,petrol,98.43
1679,2021-09-17,Lucknow,Uttar Pradesh,diesel,89.15
1680,2021-09-18,Delhi,Delhi,petrol,101.34
1681,2021-09-18,Delhi,Delhi,diesel,88.77
1682,2021-09-18,Mumbai,Maharashtra,petrol,107.39
1683,2021-09-18,Mumbai,Maharashtra,diesel,96.33
1684,2021-09-18,Chennai,Tamil Nadu,petrol,99.08
1685,2021-09-18,Chennai,Tamil Nadu,diesel,93.38
1686,2021-09-18,Kolkata,West Bengal,petrol,101.72
1687,2021-09-18,Kolkata,West Bengal,diesel,91.84
1688,2021-09-18,Bengaluru,Karnataka,petrol,104.84
1689,2021-09-18,Bengaluru,Karnataka,diesel,94.19
1690,2021-09-18,Lucknow,Uttar Pradesh,petrol,98.43
1691,2021-09-18,Lucknow,Uttar Pradesh,diesel,89.15
1692,2021-09-19,Delhi,Delhi,petrol,101.34
1693,2021-09-19,Delhi,Delhi,diesel,88.77
1694,2021-09-19,Mumbai,Maharashtra,petrol,107.39
1695,2021-09-19,Mumbai,Maharashtra,diesel,96.33
1696,2021-09-19,Chennai,Tamil Nadu,petrol,99.08
1697,2021-09-19,Chennai,Tamil Nadu,diesel,93.38
1698,2021-09-19,Kolkata,West Bengal,petrol,101.72
1699,2021-09-19,Kolkata,West Bengal,diesel,91.84
1700,2021-09-19,Bengaluru,Karnataka,petrol,104.84
1701,2021-09-19,Bengaluru,Karnataka,diesel,94.19
1702,2021-09-19,Lucknow,Uttar Pradesh,petrol,98.43
1703,2021-09-19,Lucknow,Uttar Pradesh,diesel,89.15
1704,2021-09-20,Delhi,Delhi,petrol,101.34
1705,2021-09-20,Delhi,Delhi,diesel,88.77
1706,2021-09-20,Mumbai,Maharashtra,petrol,107.39
1707,2021-09-20,Mumbai,Maharashtra,diesel,96.33
1708,2021-09-20,Chennai,Tamil Nadu,petrol,99.08
1709,2021-09-20,Chennai,Tamil Nadu,diesel,93.38
1710,2021-09-20,Kolkata,West Bengal,petrol,101.72
1711,2021-09-20,Kolkata,West Bengal,diesel,91.84
1712,2021-09-20,Bengaluru,Karnataka,petrol,104.84
1713,2021-09-20,Bengaluru,Karnataka,diesel,94.19
1714,2021-09-20,Lucknow,Uttar Pradesh,petrol,98.43
1715,2021-09-20,Lucknow,Uttar Pradesh,diesel,89.15
1716,2021-09-21,Delhi,Delhi,petrol,101.34
1717,2021-09-21,Delhi,Delhi,diesel,88.77
1718,2021-09-21,Mumbai,Maharashtra,petrol,107.39
1719,2021-09-21,Mumbai,Maharashtra,diesel,96.33
1720,2021-09-21,Chennai,Tamil Nadu,petrol,99.08
1721,2021-09-21,Chennai,Tamil Nadu,diesel,93.38
1722,2021-09-21,Kolkata,West Bengal,petrol,101.72
1723,2021-09-21,Kolkata,West Bengal,diesel,91.84
1724,2021-09-21,Bengaluru,Karnataka,petrol,104.84
1725,2021-09-21,Bengaluru,Karnataka,diesel,94.19
1726,2021-09-21,Lucknow,Uttar Pradesh,petrol,98.43
1727,2021-09-21,Lucknow,Uttar Pradesh,diesel,89.15
1728,2021-09-22,Delhi,Delhi,petrol,101.34
1729,2021-09-22,Delhi,Delhi,diesel,88.77
1730,2021-09-22,Mumbai,Maharashtra,petrol,107.39
1731,2021-09-22,Mumbai,Maharashtra,diesel,96.33
1732,2021-09-22,Chennai,Tamil Nadu,petrol,99.08
1733,2021-09-22,Chennai,Tamil Nadu,diesel,93.38
1734,2021-09-22,Kolkata,West Bengal,petrol,101.72
1735,2021-09-22,Kolkata,West Bengal,diesel,91.84
1736,2021-09-22,Bengaluru,Karnataka,petrol,104.84
1737,2021-09-22,Bengaluru,Karnataka,diesel,94.19
1738,2021-09-22,Lucknow,Uttar Pradesh,petrol,98.43
1739,2021-09-22,Lucknow,Uttar Pradesh,diesel,89.15
1740,2021-09-23,Delhi,Delhi,petrol,101.34
1741,2021-09-23,Delhi,Delhi,diesel,88.77
1742,2021-09-23,Mumbai,Maharashtra,petrol,107.39
1743,2021-09-23,Mumbai,Maharashtra,diesel,96.33
1744,2021-09-23,Chennai,Tamil Nadu,petrol,99.08
1745,2021-09-23,Chennai,Tamil Nadu,diesel,93.38
1746,2021-09-23,Kolkata,West Bengal,petrol,101.72
1747,2021-09-23,Kolkata,West Bengal,diesel,91.84
1748,2021-09-23,Bengaluru,Karnataka,petrol,104.84
1749,2021-09-23,Bengaluru,Karnataka,diesel,94.19
1750,2021-09-23,Lucknow,Uttar Pradesh,petrol,98.43
1751,2021-09-23,Lucknow,Uttar Pradesh,diesel,89.15
1752,2021-09-24,Delhi,Delhi,petrol,101.34
1753,2021-09-24,Delhi,Delhi,diesel,88.77
1754,2021-09-24,Mumbai,Maharashtra,petrol,107.39
1755,2021-09-24,Mumbai,Maharashtra,diesel,96.33
1756,2021-09-24,Chennai,Tamil Nadu,petrol,99.08
1757,2021-09-24,Chennai,Tamil Nadu,diesel,93.38
1758,2021-09-24,Kolkata,West Bengal,petrol,101.72
1759,2021-09-24,Kolkata,West Bengal,diesel,91.84
1760,2021-09-24,Bengaluru,Karnataka,petrol,104.84
1761,2021-09-24,Bengaluru,Karnataka,diesel,94.19
1762,2021-09-24,Lucknow,Uttar Pradesh,petrol,98.43
1763,2021-09-24,Lucknow,Uttar Pradesh,diesel,89.15
1764,2021-09-25,Delhi,Delhi,petrol,101.34
1765,2021-09-25,Delhi,Delhi,diesel,88.77
